"125","C N","24","J","8","V","CN 24","0.42180","CN 36","0.04552","CN 80","0.14570","ARM","0.11680","AS30","0.03642","A73N","0.08800","B55N","0.04400","HAR","0.01366","AGUA","0.08800","","0.00000","","0.00000","","0.00000"
"126","99 B","80","J","5","BAK","BCO 60","0.44240","BCO 80","0.44240","RR 100F S/","0.00667","PIRYT","0.00417","RES.POL","0.08180","RES.LIQ","0.02253","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"127","C N","24","Q","5","BAK","NEG  24","0.58110","AR 30/46","0.18410","FLUO","0.01520","GRAF","0.00800","MAG","0.00322","RESPOL","0.13950","RESLIQ","0.06800","SIL","0.00092","","0.00000","","0.00000","","0.00000","","0.00000"
"128","OA","20","Q","5","V","MAR 14","0.16000","MAR 20","0.48000","MAR 24","0.16000","AE67","0.11200","B64N","0.04800","AGUA","0.04000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"129","OA","16","R","5","V","MAR 14","0.31450","MAR 20","0.31450","MAR 24","0.15720","AE67","0.11800","B64N","0.05500","AGUA","0.04080","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"130","99B","60","J","12","V","BCO 46","0.29180","BCO 60","0.48690","BB46","0.06307","AE67","0.03448","AN75","0.03448","NU12","0.02372","HAR","0.01597","AGUA","0.04962","","0.00000","","0.00000","","0.00000","","0.00000"
"131","99R","60","J","5","V","BCO 46","0.24450","BCO 60","0.57270","B64N","0.12200","OH","0.00056","HAR","0.01700","AGUA","0.04330","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"132","99RU","100","J K","5","V","BCO100","0.56450","RU 80","0.24190","BB46","0.06450","AE67","0.03630","AN75","0.03630","HAR","0.01613","AGUA","0.04032","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"133","99R","24","Q","5","V","BCO 24","0.71120","MAR 2O","0.07900","B55N","0.09900","A73N","0.06730","OH","0.00194","AGUA","0.04150","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"134","99B","36","J K","8","V","BCO 24","0.23400","BCO 36","0.54670","BB46","0.06500","AE67","0.03000","AN75","0.03000","AS30","0.03880","HAR","0.01850","AGUA","0.03700","","0.00000","","0.00000","","0.00000","","0.00000"
"135","99RU","46","Q","5","V","RU 60","0.38180","BCO 36","0.38180","BB46","0.08372","AE67","0.04186","AN75","0.04186","HAR","0.01540","AGUA","0.05358","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"136","49A","36","P/Q","5","V","MAR 36","0.30860","BCO 46","0.15430","MAR 60","0.30860","B55N","0.12350","CC64","0.05560","HAR","0.01234","AGUA","0.03700","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"137","C-CV","36","J K","5","V","CV 36","0.23430","CN 46","0.23430","CN120","0.15640","AR36/46","0.15640","A73N","0.08331","B64N","0.04166","HAR","0.01560","AGUA","0.07800","","0.00000","","0.00000","","0.00000","","0.00000"
"138","99R","60","J K","8","V","BCO 60","0.46380","BCO 46","0.30900","B64N","0.13110","OH","0.00127","AS30","0.03928","HAR","0.01502","AGUA","0.04043","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"139","C V","80","J","5","V","CV 80","0.26010","CV 70","0.26010","CV120","0.13000","AR60/80","0.13000","AE67","0.08842","B55N","0.04421","HAR","0.01560","AGUA","0.07150","","0.00000","","0.00000","","0.00000","","0.00000"
"140","99R","36","K L","5","V","BCO 36","0.52700","BCO 24","0.26350","B64N","0.14220","OH","0.00063","HAR","0.01590","AGUA","0.05080","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"141","OA","54","N","5","V","MAR 60","0.33150","MAR 46","0.33150","MAR 80","0.11640","AE67","0.10300","B64N","0.06885","AGUA","0.04876","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"142","INOX","36","R","04","BAK","MAR24","0.29170","MAR36","0.34000","BCO 36","0.07000","CAL","0.00500","GRAF","0.05000","MAG","0.00400","SIL","0.00010","FLUO","0.00920","","0.00000","RESPOL","0.16800"," RESLIQ","0.06200","","0.00000"
"143","49A","36","J","5","V","MAR 36","0.49590","BCO 24","0.33050","AE67","0.08240","B64N","0.04150","HAR","0.00829","AGUA","0.04140","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"144","C N","60","L","5","V","CN 60","0.36900","CN 46","0.22340","AR60/80","0.14760","A73N","0.11030","B55N","0.05520","HAR","0.00689","AGUA","0.08758","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"145","INOX","46","R","4","BAK","MARR46","0.48000","MARR 36","0.21000","GRAF","0.05000","MAG","0.00300","FLUOR","0.00500","SIL","0.00010","RESPO","0.18500","RESLIQ","0.06500","CAL","0.00200","","0.00000","","0.00000","","0.00000"
"146","C-FD","14","R","5","V","REF14FD","0.58280","ARM","0.11660","CZ120","0.02680","A.ELC.","0.11850","BENT.","0.04760","HAR","0.01970","AGUA","0.08800","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"147","C N","30","I","5","V","CN 24","0.18750","CN  36","0.31250","ARM","0.25000","CC46","0.09375","B55N","0.02625","HAR","0.02250","AGUA","0.10750","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"148","99R","46","J","10","V","BCO 46","0.59290","BCO 36","0.19760","AC64","0.07900","B64N","0.04740","NU20","0.02370","HAR","0.00990","AGUA","0.04940","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"149","A","16","R","06","BAK","MAR14","0.20800","MAR16","0.25000","MAR 20","0.26000","FLUO","0.01100","OH","0.01200","CAL","0.00800","RESPOL","0.13800","RESLIQ","0.05900","MAG","0.00500","SIL","0.00100","PIRIT","0.04800","","0.00000"
"158","AC","24","R","04","BAK","CS 14/24","0.25000","MARR 20","0.31250","MARR 24","0.12660","CS 24","0.07500","ARG 20/24","0.05000","FLUOR","0.01440","OH","0.00190","CAL","0.00970","MAG","0.00470","SIL","0.00090","RESPO","0.10630","RESLIQ","0.04800"
"150","C N","36","R","04","BAK","MAR 36","0.15400","CZ 36/46","0.06000","CS 36","0.42320","ARG 30/46","0.12000","100 F","0.02000","RES `PO","0.15500","RES LIQ","0.06000","OH","0.00420","MG","0.00360","","0.00000","","0.00000","","0.00000"
"151","C N","46","Q","4","BAK","MAR 46","0.17820","CZ 80","0.05940","C 46/60","0.29700","ARG 46/60","0.23750","100F","0.02970","OH","0.00360","GRAF","0.00480","RESPO","0.12470","RESLIQ","0.06510","","0.00000","","0.00000","","0.00000"
"152","99R","46","K","5","V","BCO 36","0.24300","BCO 46","0.56780","B64N","0.13050","OH","0.00059","HAR","0.01659","AGUA","0.04150","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"153","99R","60","JK","6","V","BCO 46","0.24120","BCO 60","0.56630","B64N","0.12930","OH","0.00053","HAR","0.01732","AGUA","0.04530","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"154","C N","60","M","5","V","CN 60","0.33460","CN 46","0.19550","CN120","0.03622","AR60/80","0.14120","A73N","0.11810","B55N","0.05900","HAR","0.01049","AGUA","0.10490","","0.00000","","0.00000","","0.00000","","0.00000"
"155","A","24","R Z","4","BAK","MARR  24","0.20660","MARR 36","0.38120","ZIR 24","0.19000","FLUOR","0.01200","PIR","0.01000","MAG","0.00420","CAL","0.00400","OH","0.00230","RESPO","0.14000","RESLIQ","0.04900","SIL","0.00070","","0.00000"
"156","C V","46","KVR","6","V","CV 36","0.31640","CV 54","0.31640","AR36/46","0.12730","AE67","0.10140","B55N","0.05062","AS30","0.02275","HAR","0.01295","AGUA","0.05213","","0.00000","","0.00000","","0.00000","","0.00000"
"157","99B","24","J K","8","V","BCO 24","0.44540","BCO 36","0.33460","AE67","0.08133","CA55","0.04805","AS30","0.02403","HAR","0.01663","AGUA","0.04990","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"159","RUBI","46","J K","5","V","RU 60","0.40980","BCO36","0.40980","BB46","0.06560","AE67","0.03280","AN75","0.03280","HAR","0.00820","AGUA","0.04100","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"160","RUBI","60","L M","5","V","RU 60","0.48570","BCO60","0.24850","BCO100","0.06000","AE67","0.10080","CA55","0.05914","HAR","0.01158","AGUA","0.03428","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"161","C V","46","J K","5","V","CV 46","0.38080","CV 36","0.14250","CV80","0.10400","AR36/46","0.14250","A73N","0.09670","B55N","0.04890","HAR","0.02000","AGUA","0.06460","","0.00000","","0.00000","","0.00000","","0.00000"
"162","A","60","P","4","BAK","MARR 46","0.48900","MARR 60","0.34780","MAG","0.00270","CAL","0.00270","OH","0.00220","RESLIQ","0.04070","RESPO","0.11410","SIL","0.00080","","0.00000","","0.00000","","0.00000","","0.00000"
"163","A","120","P","4","BAK","MARR 120","0.48900","MARR 100","0.34780","MAG","0.00270","OH","0.00220","CAL","0.00270","RESLIQ","0.04070","RESPOL","0.11410","SIL","0.00080","","0.00000","","0.00000","","0.00000","","0.00000"
"164","C V","80","K","6","V","CV70","0.25410","CV80","0.25410","CV120","0.12700","AR60/80","0.12700","AE67","0.09150","B64N","0.04570","HAR","0.01590","AGUA","0.08460","","0.00000","","0.00000","","0.00000","","0.00000"
"165","ARCI","120","0","0","V","A / ELCHA","0.40000","CZ 120","0.40000","BENT.","0.10000","AGUA","0.10000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"166","OA","46","J","5","V","MAR46","0.61220","MAR36","0.20410","AE67","0.07142","B64N","0.05102","HAR","0.01020","AGUA","0.05102","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"167","RESI","LIQ","0","O","BAK","R/FENOLICA","0.37830","ALCOHOL","0.60060","HEXAMINA","0.02102","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"168","C V","80","K","5","V","CV80","0.31700","CV60","0.20430","CV120","0.13030","AR60/80","0.13030","A73N","0.09380","B64N","0.04691","HAR","0.01628","AGUA","0.06108","","0.00000","","0.00000","","0.00000","","0.00000"
"169","99 A","36","J","8","V","BCO 36","0.62620","BCO 46","0.15660","B64N","0.12520","OH","0.00062","AS30","0.03914","HAR","0.01304","AGUA","0.03914","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"170","99R","36","H","5","V","BCO 24","0.24380","BCO 36","0.57120","B64N","0.10570","OH","0.00086","HAR","0.02460","AGUA","0.05380","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"171","99B","60","H","8","V","BCO 60","0.66150","BCO 46","0.13230","BB46","0.05600","AE67","0.02760","AN75","0.02760","AS30","0.03550","HAR","0.01330","AGUA","0.04617","","0.00000","","0.00000","","0.00000","","0.00000"
"172","99R","30","Q","5","V","BCO 36","0.52220","BCO 46","0.26110","B64N","0.18000","OH","0.00090","AGUA","0.03570","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"173","99B","100","J K","5","V","BCO 100","0.56000","BCO 80","0.24000","AE67","0.08555","CA55","0.05000","HAR","0.01777","AGUA","0.04666","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"174","C V","60","L","5","V","CV 60","0.31780","CV 46","0.19060","CV120","0.12710","AR60/80","0.12710","A73N","0.10160","B64N","0.05083","HAR","0.01270","AGUA","0.07221","","0.00000","","0.00000","","0.00000","","0.00000"
"175","C V","60","J K","5","V","CV 60","0.32240","CV 46","0.19280","CN120","0.12860","AR60/80","0.12860","A73N","0.09780","B64N","0.04090","HAR","0.01289","AGUA","0.07600","","0.00000","","0.00000","","0.00000","","0.00000"
"176","C N","46","K L","5","V","CN 46","0.40080","CN 36","0.16600","CN120","0.04110","AR36/46","0.14010","A73N","0.10020","B55N","0.05714","HAR","0.02054","AGUA","0.07420","","0.00000","","0.00000","","0.00000","","0.00000"
"177","OA","36","M","5","V","MAR 36","0.47360","MAR 24","0.31390","AE67","0.10510","B64N","0.05230","AGUA","0.05500","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"178","99R","30","H","12","V","BCO 36","0.39520","BCO 24","0.39520","B64N","0.11130","OH","0.00074","NU 12","0.02331","HAR","0.02543","AGUA","0.04875","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"179","C N","46","J","5","V","CN 46","0.52900","CN 100","0.13230","AR36/46","0.13230","A73N","0.08460","B55N","0.04250","HAR","0.01322","AGUA","0.06600","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"374","99R","54","I","6","BAK","BCO60","0.43880","MAR46","0.43000","OH","0.02000","RR100F","0.00617","RESPOLVO","0.07900","RESLIQ","0.02591","SIL","0.00010","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"181","C V","100","L","5","V","CV 90","0.21320","CV100","0.21320","CV120","0.21320","AR80","0.11410","A73N","0.11060","B55N","0.05526","HAR","0.01138","AGUA","0.06900","","0.00000","","0.00000","","0.00000","","0.00000"
"182","RUBI","60","0","5","V","RUBI 60","0.37620","BCO 60","0.29800","BCO 120","0.07810","BB46","0.10120","AN75","0.05053","AE67","0.05053","AGUA","0.04539","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"183","OA","70","0","5","V","MAR 60","0.45140","MAR 46","0.15010","MAR 120","0.10010","RR100F","0.05000","B55N","0.12580","A73N","0.06291","AGUA","0.05960","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"184","99R","100","L M","5","V","BCO 100","0.77120","B64N","0.16210","HAR","0.01564","AGUA","0.05100","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"185","99R","36","L M","5","V","BCO 36","0.39000","BCO 46","0.39000","B64N","0.16500","HAR","0.01565","AGUA","0.03930","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"186","C N","60","R S","5","V","CN 60","0.29720","MAR 60","0.17950","CN120","0.12000","AR60/80","0.12000","CZ120","0.03340","A73N","0.11700","B55N","0.05890","AGUA","0.07400","","0.00000","","0.00000","","0.00000","","0.00000"
"187","C V","120","L M","5","V","CV 120","0.63370","AR 220","0.12670","A73N","0.10650","B55N","0.05323","HAR","0.01267","AGUA","0.06717","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"188","C V","36","L M","5","V","CV 36","0.38030","CV46","0.26250","AR36/46","0.12850","A73N","0.09300","B55N","0.04590","HAR","0.01443","AGUA","0.07546","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"189","C V","120","K","5","V","CV 120","0.60600","ARF","0.12120","CVA100","0.03030","AE67","0.09545","B55N","0.04848","HAR","0.01515","AGUA","0.08333","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"190","99B","46","I","5","V","BCO 36","0.57470","BCO 46","0.24590","BB46","0.05806","AE67","0.02866","AN75","0.02866","HAR","0.01885","AGUA","0.04525","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"191","C N","120","P","5","V","AR80F","0.48800","RR80F S/H","0.16230","CZ 120","0.04910","A73N","0.11330","B55N","0.05711","HAR","0.01002","AGUA","0.12020","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"192","C N","120","P","4","V","AR80F","0.45210","CN100","0.22600","CZ 120","0.03360","A73N","0.11300","B55N","0.05651","HAR","0.00819","AGUA","0.11060","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"193","OA","54","M","10","V","MAR 60","0.32430","MAR 46","0.32430","MAR 80","0.11290","AE67","0.10000","B64N","0.06740","NU2O","0.02276","AGUA","0.04830","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"194","   A","30","R","4","BAK","MAR24","0.36000","MAR36","0.34000","CZ36/46","0.03400","FLUO","0.01200","PIRIT","0.01300","MAG","0.00700","CAL","0.00900","RESPOL","0.14000","RESLIQ","0.05500","SIL","0.00010","OH","0.03000","","0.00000"
"195","INOX","30","R","4","BAK","MAR 24","0.36000","BCO 36","0.05450","MAR 36","0.32000","CZ36/46","0.02140","GRAF","0.04000","MAG","0.00500","CAL","0.00400","RESPOL","0.14500","RESLIQ","0.05000","SIL","0.00010","","0.00000","","0.00000"
"196","C N","36","J","10","V","CN 36","0.37040","CN 100","0.15920","AR36/46","0.21200","A73N","0.09390","B55N","0.04700","NU 20","0.02250","HAR","0.01338","AGUA","0.08169","","0.00000","","0.00000","","0.00000","","0.00000"
"197","99R","54","J K","5","Vit","BCO 46","0.40200","BCO 60","0.40200","B64N","0.12910","OH","0.00060","HAR","0.01730","AGUA","0.04900","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"198","C V","80","J K","5","VIT","CV 80","0.31220","CV 60","0.20040","CV120","0.12800","AR60/80","0.12800","A73N","0.10250","B64N","0.05130","HAR","0.01597","AGUA","0.06169","","0.00000","","0.00000","","0.00000","","0.00000"
"199","C N","16","K L","5","V","CN 14","0.18930","CN  20","0.18930","CN  24","0.18930","ARG","0.07089","ARM","0.07089","CZ120","0.07089","A73N","0.10430","B64N","0.05212","AGUA","0.06292","","0.00000","","0.00000","","0.00000"
"200","C N","36","J K","12","V","CN 36","0.37470","CN100","0.16110","AR 36/46","0.21480","A73N","0.09520","B55N","0.04770","NU 12","0.01013","HAR","0.01320","AGUA","0.08310","","0.00000","","0.00000","","0.00000","","0.00000"
"201","C N","120","N/O","5","V","C N 100","0.61270","AR 100F","0.12250","A73N","0.12750","B55N","0.06370","HAR","0.01226","AGUA","0.06127","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"202","C N","80","N/0","5","V","C N 80","0.49380","CN120","0.12350","AR80","0.12350","A73N","0.12350","B55N","0.06172","HAR","0.01235","AGUA","0.06172","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"203","C V","220","N/O","5","V","C V 180","0.59570","A R 220","0.11930","A73N","0.13390","B55N","0.06700","HAR","0.01200","AGUA","0.07210","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"204","C V","180","J K","5","V","C V 180","0.63130","AR 100F","0.12630","A73N","0.11110","B55N","0.05555","HAR","0.01263","AGUA","0.06313","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"205","C/CV","120","L M","5","V","CV 120","0.38170","CN 100","0.25450","AR100F","0.12720","A73N","0.10690","B55N","0.05344","HAR","0.01272","AGUA","0.06360","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"206","C N","60","K","6","V","C N 60","0.38250","C N 46","0.23130","AR 60/80","0.15300","A73N","0.10200","B55N","0.05100","HAR","0.00729","AGUA","0.07286","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"207","C V","100","J K","6","V","C V 100","0.63520","A R 80","0.12700","A73N","0.10160","B55N","0.05081","HAR","0.01590","AGUA","0.06947","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"208","C N","180","K","5","V","CN 150","0.58800","AR 220","0.14730","A73N","0.10800","B55N","0.05370","HAR","0.00735","AGUA","0.09560","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"209","C V","54","M N","5","V","CV 60","0.24470","CV 46","0.24470","CV120","0.12260","AR60/80","0.12260","A73N","0.12250","B55N","0.06123","HAR","0.01020","AGUA","0.07145","","0.00000","","0.00000","","0.00000","","0.00000"
"210","C V","80","N/0","5","V","C V 80","0.30210","CV 60","0.19100","CV120","0.12350","AR60/80","0.12350","A73N","0.12340","B55N","0.06167","HAR","0.01359","AGUA","0.06116","","0.00000","","0.00000","","0.00000","","0.00000"
"211","49A","54","M","5","V","BCO 60","0.33100","MAR46","0.33100","MAR80","0.12660","AE67","0.09940","B64N","0.06620","AGUA","0.04573","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"212","99B","36","H","5","V","BCO24","0.32830","BCO36","0.49550","AE67","0.07164","CA55","0.04179","HAR","0.01640","AGUA","0.04627","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"213","49A","80","P","5","V","BCO 80","0.38500","MAR 60","0.38500","AE67","0.11740","B64N","0.06460","AGUA","0.04800","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"214","A","30","R","6","BAK","MARR 24","0.61630","MARR 36","0.15000","FLUOR","0.01810","CAL","0.00250","MAG","0.00310","OH","0.01000","RES POL","0.14000","RESLIQ","0.05000","PIRIT","0.01000","","0.00000","","0.00000","","0.00000"
"215","99R","54","Q","5","V","BCO 46","0.39200","BCO 60","0.31360","BCO 80","0.07840","B64N","0.18030","OH","0.00040","AGUA","0.03528","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"216","C N","24","H","8","V","CN 24","0.42150","CN 36","0.06554","CN 80","0.13700","ARM","0.11880","A73N","0.07900","B55N","0.04010","AS30","0.03793","HAR","0.01475","AGUA","0.08535","","0.00000","","0.00000","","0.00000"
"217","A","32","R","6","BAK","MARR 24","0.30000","MARR 36","0.34070","MARR 46","0.04000","CZ36/46","0.04000","FLUO","0.01200","PIRIT","0.00670","MAG","0.00550","CAL","0.00800","RESPOL","0.14900","RESLIQ","0.05800","SIL","0.00010","OH","0.04000"
"218","C V","46","K L","6","V","CV 30","0.15770","CV 46","0.31550","CV 60","0.15770","AR36/46","0.12620","A73N","0.10100","B64N","0.05050","AS30","0.02272","HAR","0.01356","AGUA","0.05520","","0.00000","","0.00000","","0.00000"
"219","99B","46","K L","5","V","BCO46","0.56610","BCO36","0.22970","AE67","0.09043","CA55","0.05310","HAR","0.01578","AGUA","0.04483","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"220","99B","46","H","8","V","BCO46","0.56680","BCO36","0.24290","BB46","0.05668","AE67","0.02834","AN75","0.02834","AS30","0.02429","HAR","0.01619","AGUA","0.03644","","0.00000","","0.00000","","0.00000","","0.00000"
"221","RUBI","70","O/P","5","V","RU60","0.36380","RU80","0.36380","BCO100","0.06070","B64N","0.18130","AGUA","0.03032","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"222","C N","46","R","5","V","CN 36","0.12800","CN 60","0.10140","MAR46","0.07400","CN120","0.19120","AR60","0.19120","CZ120","0.08230","A73N","0.11390","B55N","0.05486","AGUA","0.06317","","0.00000","","0.00000","","0.00000"
"223","C V","120","K L","5","V","CV120","0.61260","ARF","0.12760","A73N","0.10860","B55N","0.05426","HAR","0.01531","AGUA","0.08167","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"224","C V","80","K L","5","V","CV 80","0.39240","CV 60","0.10520","CN120","0.12420","AR60/80","0.12420","A73N","0.10930","B64N","0.05413","HAR","0.01572","AGUA","0.07476","","0.00000","","0.00000","","0.00000","","0.00000"
"225","C N","80","K","5","V","CN 80","0.32830","CN 60","0.17370","CN120","0.12540","AR80","0.12540","A73N","0.10530","B55N","0.05267","HAR","0.00736","AGUA","0.08179","","0.00000","","0.00000","","0.00000","","0.00000"
"226","99 R","24","R","4","BAK","BCO 24","0.20000","MARR 24","0.21540","BCO 36","0.25000","MARR 46","0.04940","CZ 36/46","0.04000","FLUO","0.01200","PIRIT","0.01000","MAG","0.00420","CAL","0.00250","RES PO","0.15500","RES LIQ","0.05900","OH","0.00250"
"227","99B","54","L","7","V","BCO46","0.56460","BCO60","0.19680","AS30","0.02171","A73N","0.07613","AE67","0.03800","BB46","0.03800","HAR","0.01694","AGUA","0.04777","","0.00000","","0.00000","","0.00000","","0.00000"
"228","C N","36","R","6","BAK","CS 24","0.20200","CS 36","0.46540","CS 46","0.04090","AR CS36/46","0.05200","FLUO","0.01200","MAG","0.00420","CAL","0.00400","RESPOL","0.15950","RESLIQ","0.06000","","0.00000","","0.00000","","0.00000"
"229","C N","54","J K","8","V","CN 60","0.29050","CN 46","0.29050","AR60/80","0.14500","AS30","0.02180","A73N","0.10650","B55N","0.05321","HAR","0.00840","AGUA","0.08402","","0.00000","","0.00000","","0.00000","","0.00000"
"230","99B","54","L","10","V","BCO46","0.38760","BCO60","0.38760","NU12","0.01776","BB46","0.06616","AN75","0.03686","AE67","0.03686","HAR","0.01776","AGUA","0.04930","","0.00000","","0.00000","","0.00000","","0.00000"
"231","99R","36","I","5","V","BCO36","0.66620","BCO46","0.16660","B55N","0.10830","OH","0.00066","HAR","0.01665","AGUA","0.04163","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"232","99B","80","K","5","V","BCO80","0.59820","BCO60","0.20000","AE67","0.09036","CA55","0.05327","HAR","0.01273","AGUA","0.04545","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"233","99R","36","J","10","V","BCO36","0.63840","BCO46","0.16010","B64N","0.12750","NU12","0.02040","OH","0.00061","HAR","0.01326","AGUA","0.03977","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"234","OA","46","M","5","V","MAR46","0.64040","MAR36","0.15910","AE67","0.08958","B55N","0.07031","AGUA","0.04060","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"235","OA","90","L M","5","V","MAR80","0.65380","MAR120","0.13020","B64N","0.15680","HAR","0.01480","AGUA","0.04440","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"236","OA","120","S","5","V","MAR120","0.72400","B64N","0.21720","AGUA","0.05870","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"237","OA","120","Q","5","V","MAR120","0.70400","RR100FS/H","0.07042","AE67","0.11760","B64N","0.05845","AGUA","0.04950","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"238","99B","46","L","10","V","BCO46","0.58930","BCO36","0.17760","NU20","0.01100","A73N","0.07651","AE67","0.03825","BB46","0.03825","HAR","0.01672","AGUA","0.05234","","0.00000","","0.00000","","0.00000","","0.00000"
"239","OA","100","O","5","V","MAR80","0.36550","MAR120","0.40930","AE67","0.11690","B64N","0.05850","AGUA","0.04970","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"240","C N","46","JK","8","V","CN 46","0.41080","CN 36","0.17030","AR36/46","0.14530","A73N","0.10650","B55N","0.05340","AS30","0.02179","HAR","0.00800","AGUA","0.08400","","0.00000","","0.00000","","0.00000","","0.00000"
"241","A"," 14","O","8","BAK","MAR 14","0.68000","CZ 20/24","0.09620","PIRIT","0.04000","OH","0.00280","CAL","0.00380","MAG","0.00420","RESPO","0.12800","RESLIQ","0.04500","","0.00000","","0.00000","","0.00000","","0.00000"
"242","99R","36","I","6","BAK","BCO36","0.43880","MAR46","0.43000","OH","0.02000","RR100F","0.00617","RESPOL","0.07900","RESLIQ","0.02591","SIL","0.00010","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"243","99RU","70","LM","5","V","BCO 60","0.52670","RU 80","0.25690","BB46","0.07836","AE67","0.03918","AN75","0.03918","HAR","0.01556","AGUA","0.04411","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
"244","AC","24","K","6","BAK","NEG 20","0.20000","NEG 24","0.20750","MARR 20","0.21000","MARR 24","0.20500","CAL","0.00250","MAG","0.00500","GRAF","0.01000","FLUO","0.01000","RESLIQ","0.04000","RESPO","0.11000","","0.00000","","0.00000"
"245","AC","14","---","8","EP","MAR 14","0.29110","AG GR","0.29110","AG20/24","0.20190","EPO PLAST","0.18300","CAT","0.03286","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000","","0.00000"
