"404","R R","300X50X38","10.00","100","9.000","G-180","18","0","0","0"
"405","PM/A31","35X25X1/4","10.00","101","0.050","D-40","650","0","50","20"
"406","PMW215","25X3.2X3.2","10.00","102","0.007","D-30","100","0","0","0"
"407","PMW216","25X6.5X3.2","10.00","102","0.009","D-30","100","0","0","0"
"408","CHAIRA","BOTE 237X14","10.00","103","0.190","C-15","800","0","50","20"
"409","R R","250X25X25","10.00","104","3.300","G-110","2","0","0","0"
"410","R R","450X33.5X152","10.00","105","17.760","G-270","1","0","0","0"
"411","R R","450X18.5X152","10.00","105","11.100","G-270","1","0","0","0"
"412","PM /A3","22X70X1/4","10.00","101","0.080","D-30","50","0","50","20"
"413","PMW229","32X25X1/4","10.00","101","0.080","D-35","120","0","0","0"
"414","PMW205","20X25X1/4","10.00","101","0.030","D-20","200","0","50","20"
"415","PM/A38","25X25X1/4","10.00","101","0.050","D-30","1550","0","50","20"
"416","PMW230","32X32X1/4","10.00","101","0.085","D-35","1960","0","50","20"
"418","DCD","115X6.4X22","10.00","50","0.150","B-150","6910","0","0","0"
"419","DCR","300X4X31.8","10.00","107","0.730","B-220","195","0","0","0"
"420","DCD","230X6.4X22","10.00","78","0.217","G-160","3615","0","50","20"
"421","DCD","230X6.4X22","10.00","56","0.544","G-160","3915","0","50","20"
"422","DCR","127X1.6X19","10.00","53","0.090","C-50","260","0","0","0"
"423","DCR","75X2.5X10","10.00","53","0.025","C-10","160","0","0","0"
"424","R R","350X32X38","10.00","2","8.900","G-200","3","0","0","0"
"425","C R","50X30X13","10.00","81","0.120","D-60","42","0","0","0"
"426","R R","350X63X50","10.00","31","16.600","G-170","9","0","0","0"
"427","PLACA","207X129X4.","10.00","214","0.260","E-160","314","0","0","0"
"428","R R","300X32X70","10.00","86","5.800","G-150","1","0","0","0"
"429","R R","300X32X19","10.00","9","6.000","G-150","1","0","0","0"
"431","R R","508X30X76.6","10.00","108","16.600","B-270","1","0","0","0"
"430","DCD","100X4.8X16","10.00","51","0.094","C-30","120","0","0","0"
"432","R R","125X19X19","10.00","5","0.700","C-20","158","0","10","5"
"433","R R","200X19X19","10.00","5","1.700","C-50","107","0","10","5"
"434","R R","125X19X19","10.00","3","0.750","C-20","220","0","10","5"
"435","R R","125X25X19","10.00","3","0.970","C-20","128","0","10","5"
"436","RCH","300X10X38","10.00","346","2.380","G-150","37","0","0","0"
"437","RCH","200X6X19","10.00","109","0.650","C-50","202","0","0","0"
"438","RCH","200X8X19","10.00","109","0.860","C-50","247","0","0","0"
"439","RCH","200X10X19","10.00","109","1.050","C-50","828","0","0","0"
"440","RCH","200X13X19","10.00","109","1.250","C-50","55","0","0","0"
"441","RCH","250X6X32","10.00","109","1.100","G-90","0","0","0","0"
"442","RCH","250X8X32","10.00","109","1.250","G-90","22","0","0","0"
"443","RCH","250X10X32","10.00","109","1.500","G-90","72","0","0","0"
"444","RCH","250X13X32","10.00","109","1.900","G-90","39","0","0","0"
"445","RCH","300X8X38","10.00","109","1.800","G-150","3","0","0","0"
"446","RCH","300X10X38","10.00","109","2.100","G-150","10","0","0","0"
"447","RCH","300X13X38","10.00","109","2.600","G-150","0","0","0","0"
"448","R R","200X19X19","10.00","11","1.350","C-50","40","0","10","5"
"449","R R","200X25X25","10.00","224","1.800","C-50","840","0","0","0"
"450","R R","200X25X25","10.00","16","1.750","C-60","5","0","0","0"
"451","R R","200X13X25","10.00","181","0.970","C-50","57","0","0","0"
"452","R R","230X13X25","10.00","16","1.200","G-100","5","0","0","0"
"453","R R","250X13X32","10.00","16","1.600","G-110","5","0","0","0"
"454","C C","125X77X50","10.00","17","1.810","C-25","35","0","0","0"
"455","C C","76X50X19","10.00","17","0.380","C-6","273","0","0","0"
"456","C C","100X76X25","10.00","17","1.100","C-15","41","0","0","0"
"457","C C","90X50X19","10.00","17","0.400","C-10","40","0","0","0"
"458","C C","100X50X16","10.00","79","0.800","C-10","3","0","0","0"
"459","R R","100X19X16","10.00","79","0.450","C-10","5","0","0","0"
"460","R R","100X25X16","10.00","79","0.600","C-10","5","0","10","5"
"461","R R","125X19X19","10.00","79","0.650","C-20","142","0","10","5"
"462","R R","125X25X19","10.00","79","0.850","C-20","71","0","10","5"
"464","R R","175X19X19","10.00","79","1.100","C-40","130","0","10","5"
"465","R R","175X25X19","10.00","79","1.460","C-40","132","0","10","5"
"466","R R","200X25X25","10.00","79","2.050","C-50","100","0","10","5"
"467","SEG","BERCO","10.00","38","0.350","C-6","83","0","0","0"
"468","R c/e","80X25X20","10.00","84","0.300","C-6","12","0","0","0"
"469","R c/e","80x25x20","10.00","21","0.300","C-6","12","0","0","0"
"470","R c/e","90x25x20","10.00","84","0.400","C-10","12","0","0","0"
"471","C C","125X50X32","10.00","81","1.200","C-20","5","0","0","0"
"472","RCH","150X6X32","10.00","21","0.450","C-35","10","0","0","0"
"473","SOM","175X25X65","10.00","21","1.150","C-40","3","0","0","0"
"474","R R","90x22x19","10.00","21","0.350","C-10","10","0","0","0"
"475","R c/e","35x19x9","10.00","21","0.060","D-30","20","0","0","0"
"476","ANILLO","200X100","10.00","152","5.200","G-65","7","0","0","0"
"478","C R","125X75X19","10.00","110","1.950","C-20","76","0","0","0"
"479","C R","150X63X25","10.00","110","1.850","C-30","3","0","0","0"
"480","ANILLO","200X90","10.00","34","4.800","G-60","1","0","0","0"
"481","C R","125X50X19","10.00","34","1.000","C-20","9","0","0","0"
"482","L/BRUÑ","125X8X8","10.00","111","0.015","D-40","150","0","0","0"
"483","Rc/e","150X38X32","10.00","24","1.750","C-30","17","0","0","0"
"484","C C","125X50X25","10.00","24","1.030","C-20","46","0","0","0"
"485","SOM","125X25X16","10.00","92","0.550","C-20","11","0","0","0"
"486","RCH","150X6X32","10.00","92","0.450","C-30","6","0","0","0"
"487","R R","90X22X19","10.00","92","0.350","C-10","5","0","0","0"
"488","C R","75X63X16","10.00","24","0.540","C-6","4","0","0","0"
"489","C R","150X63X32","10.00","92","1.900","C-35","8","0","0","0"
"490","DCD","175X7X22","10.00","112","0.360","E-250","6","0","0","0"
"491","R R","300X38X38","10.00","2","7.500","G-160","45","0","3","1"
"492","R R","200X32X25","10.00","2","2.810","C-50","14","0","0","0"
"493","R R","400X50X50","10.00","2","17.000","G-220","7","0","0","0"
"494","C R","175X75X73","10.00","113","2.700","C-35","6","0","0","0"
"495","R R","250X19X32","10.00","3","2.800","G-100","8","0","0","0"
"496","PAN","220X70","10.00","114","1.030","/","0","0","0","0"
"497","PAN","220X70","10.00","115","1.070","/","0","0","0","0"
"498","R R","450X19X152","10.00","7","8.900","G-270","4","0","0","0"
"499","R R","450X25X200","10.00","7","11.000","G-270","1","0","0","0"
"500","R R","300X32X127","10.00","105","5.400","G-160","1","0","0","0"
"501","R R","190X13X19","10.00","116","1.250","C-40","7","0","0","0"
"502","R R","300X50X38","10.00","117","8.600","G-180","1","0","0","0"
"503","C R","150X38X32","10.00","117","1.000","C-30","1","0","0","0"
"504","C R","200X100X73","10.00","34","5.400","G-80","2","0","0","0"
"505","C R","200X100X73","10.00","118","5.200","G-60","34","0","0","0"
"506","C R","175X75X19","10.00","82","2.750","C-25","59","0","0","0"
"507","C R","175X75X73","10.00","119","2.700","C-35","25","0","3","1"
"508","R R","200X25X19","10.00","11","1.750","C-50","82","0","10","5"
"509","SEG","KRAS","10.00","120","0.250","C-6","400","0","0","0"
"510","C R","200X100X73","10.00","121","4.950","G-50","33","0","0","0"
"511","SEG","COPAL200","10.00","122","0.400","C-6","22","0","0","0"
"512","R R","19X25X1/4","10.00","21","0.050","D-30","110","0","0","0"
"513","R R","50X13X13","10.00","21","0.080","C-6","106","0","0","0"
"514","R R","60X13X13","10.00","21","0.125","C-6","76","0","0","0"
"515","R R","70X13X13","10.00","21","0.150","C-6","104","0","0","0"
"516","R R","80X13X13","10.00","21","0.195","C-6","40","0","0","0"
"517","R R","100X13X13","10.00","21","0.330","C-10","40","0","0","0"
"518","R R","350X38X127","10.00","9","8.800","G-200","11","0","0","0"
"519","R R","300X32X127","10.00","9","5.300","G-150","1","0","0","0"
"520","R R","300X32X127","10.00","123","4.300","G-180","1","0","0","0"
"521","R R","228X25X19","10.00","3","2.800","G-80","2","0","0","0"
"522","R R","228X25X50","10.00","33","2.800","G-80","1","0","0","0"
"523","RCH","230X14X25","10.00","10","1.700","G-80","7","0","0","0"
"524","RCH","250X10X32","10.00","277","1.600","G-110","70","0","0","0"
"525","RCH","250X10X32","10.00","124","1.600","G-100","13","0","0","0"
"526","R R","350X63X38","10.00","100","16.000","G-220","2","0","0","0"
"527","R R","200X25X19","10.00","125","1.900","C-50","9","0","0","0"
"528","C C","150X76X50","10.00","17","1.650","C-30","4","0","0","0"
"529","C C","125X76X19","10.00","17","1.650","C-20","8","0","0","0"
"530","R R","400X63X38","10.00","100","20.450","G-250","44","0","0","0"
"531","Rc/e","32X32X9.5","10.00","91","0.050","D-30","260","0","0","0"
"532","Rc/e","25X25X9.5","10.00","91","0.035","D-25","70","0","0","0"
"533","Rc/e","20X20X9.5","10.00","91","0.030","D-25","30","0","0","0"
"534","Rc/e","20X20X6.1","10.00","91","0.030","D-25","30","0","0","0"
"535","R R","15X17X6.1","10.00","91","0.020","D-20","30","0","0","0"
"536","SEG","BERCO","10.00","68","0.300","C-6","40","0","0","0"
"537","PMW222","25X50X1/4","1.00","214","0.085","D-40","1575","0","0","0"
"538","SEG","COPAL165 J","10.00","62","0.250","C-10","985","0","0","0"
"539","ANILLO","250X127    P38","10.00","126","12.800","G-80","1","0","0","0"
"540","R R","350X50X38","10.00","75","13.200","G-220","7","0","0","0"
"541","R R","250X38X32","10.00","2","5.600","G-100","82","0","5","2"
"542","R R","230X32X32","10.00","2","4.000","G-80","5","0","0","0"
"543","R R","450X25X203","10.00","105","13.500","G-270","1","0","0","0"
"544","R R","230X32X32","10.00","7","3.700","G-80","1","0","0","0"
"545","R R","230X32X32","10.00","3","3.700","G-80","1","0","0","0"
"546","C R","125X76X25","10.00","99","1.750","C-20","3","0","0","0"
"547","R R","175X19X19","10.00","7","1.300","C-40","201","0","10","5"
"548","DCR","230X8X22","10.00","127","0.600","G-160","22","0","0","0"
"549","DCR","250X3X25","10.00","127","0.300","G-160","30","0","0","0"
"550","DCR","230X5X22","10.00","127","0.380","G-160","16","0","0","0"
"551","DCD","178X3.8X22","10.00","51","0.215","E-250","10","0","0","0"
"552","DCR","104X1.6X16","10.00","53","0.035","C-30","100","0","0","0"
"553","C R","100X38X19","10.00","79","0.580","C-10","15","0","0","0"
"554","R R","400X63X127","10.00","32","20.900","G-230","6","0","0","0"
"555","R R","350X50X38","10.00","128","14.000","G-200","4","0","0","0"
"556","R R","410X63X38","10.00","129","22.100","G-220","2","0","0","0"
"557","R R","350X50X127","10.00","130","11.700","G-200","1","0","0","0"
"558","C R","77X38X16","10.00","131","0.380","C-6","5","0","0","0"
"559","C R","80X25X16","10.00","131","0.300","C-6","5","0","0","0"
"560","C C","100X50X19","10.00","153","0.700","C-10","49","0","0","0"
"561","C R","125X50X19","10.00","153","1.200","C-20","15","0","0","0"
"562","R R","200X13X19","10.00","10","1.200","C-50","53","0","0","0"
"563","RCH","250X13X32","10.00","10","1.900","G-110","56","0","0","0"
"564","R R","250X13X38","10.00","124","1.980","G-110","11","0","0","0"
"566","C R","125X50X19","10.00","10","1.000","C-10","3","0","0","0"
"567","R R","175X25X19","10.00","16","1.300","C-40","5","0","0","0"
"568","R R","250X25X32","10.00","9","3.600","G-100","22","0","0","0"
"569","R R","200X19X25","10.00","132","1.600","C-50","2","0","0","0"
"570","R R","200X25X25","10.00","132","2.000","C-50","2","0","0","0"
"571","RCH","175X10X19","10.00","346","0.760","C-40","175","0","10","5"
"572","RCH","150X10X19","10.00","346","0.650","C-30","44","0","10","5"
"573","RCH","230X10X25","10.00","28","1.300","G-80","6","0","0","0"
"574","RCH","200X13X19","10.00","346","1.300","C-50","242","0","0","0"
"575","RCH","175X13X19","10.00","109","0.950","C-40","47","0","0","0"
"576","R R","250X13X38","10.00","28","1.900","G-90","12","0","0","0"
"577","R R","300X50X38","10.00","133","9.600","G-150","1","0","0","0"
"578","C R","125X63X19","10.00","134","1.400","C-20","5","0","0","0"
"579","R R","350X50X38","10.00","100","13.000","G-220","10","0","0","0"
"580","C R","175X75X73","10.00","33","2.700","C-35","3","0","0","0"
"581","C R","175X75X19","10.00","33","3.700","C-35","1","0","0","0"
"582","RAV","75X20","10.00","4","0.200","D-60","60","0","0","0"
"583","PM A15","6.4X27X6","10.00","135","0.015","D-10","600","0","0","0"
"584","R R","250X32X25","10.00","82","3.900","G-140","61","0","0","0"
"585","PM A11","20X45X1/4","10.00","102","0.060","D-30","3500","0","0","0"
"586","SEG","BERCO","10.00","137","0.340","C-6","1134","0","0","0"
"587","MOLINO","175X19X65","10.00","14","1.300","C-40","5","0","0","0"
"588","R R","200X32X25","10.00","3","2.750","C-50","5","0","0","0"
"589","R R","457X25X76","10.00","105","10.800","G-250","3","0","0","0"
"590","R R","175X13X32","10.00","26","0.900","C-40","10","0","0","0"
"591","C C","125X63X19","10.00","49","1.350","C-20","5","0","0","0"
"592","R R","125X6X19","10.00","49","0.270","C-20","3","0","0","0"
"593","R R","125X10X19","10.00","49","0.360","C-20","3","0","0","0"
"594","R R","300X50X32","10.00","138","8.800","G-150","1","0","0","0"
"595","RPL","125X25X32","10.00","25","0.900","C-20","2","0","0","0"
"596","R R","200X19X25","10.00","91","1.600","C-50","12","0","0","0"
"597","R R","150X19X38","10.00","24","0.900","C-30","0","0","0","0"
"598","C P","125X38X32","10.00","79","0.850","C-20","5","0","0","0"
"599","C R","150X50X19","10.00","14","1.600","C-30","38","0","0","0"
"600","PLATO","175X13X19","10.00","39","0.810","C-40","61","0","0","0"
"601","R R","200X19X25","10.00","39","1.600","C-50","69","0","0","0"
"602","PLATO","175X13X19","10.00","25","0.630","C-40","10","0","0","0"
"603","R R","175X19X19","10.00","174","1.000","C-40","11","0","0","0"
"604","R R","175X25X19","10.00","23","1.300","C-40","5","0","0","0"
"605","R R","200X25X25","10.00","139","1.750","C-50","5","0","0","0"
"606","R R","175X25X19","10.00","139","1.300","C-40","5","0","0","0"
"607","R R","150X25X19","10.00","139","1.000","C-30","5","0","0","0"
"608","C R","175X75X73","10.00","17","2.500","C-40","46","0","0","0"
"610","R R","250X38X32","10.00","129","5.600","G-100","3","0","0","0"
"611","R R","300X38X38","10.00","3","7.500","G-160","15","0","5","2"
"612","C R","150X75X19","10.00","116","2.450","C-30","3","0","0","0"
"613","C P","100X25X16","10.00","79","0.430","C-10","40","0","0","0"
"614","R R","200X19X25","10.00","79","1.600","C-50","60","0","0","0"
"615","C R","200X100X73","10.00","140","5.200","G-60","3","0","5","2"
"616","Rc/esc","300X50X76","10.00","9","8.900","G-150","1","0","0","0"
"617","R R","457X19X152","10.00","8","8.100","G-250","2","0","0","0"
"618","C C","75X50X16","10.00","10","0.350","D-50","10","0","0","0"
"619","PLATO","175X19X19","10.00","10","1.170","C-40","5","0","0","0"
"621","RCH","150X13X19","10.00","10","0.700","C-30","19","0","0","0"
"622","Rc/e","38x32x9.5","10.00","91","0.070","D-40","10","0","0","0"
"623","SOM","175X32X65","10.00","91","1.950","C-40","1","0","0","0"
"624","PLATO","100X25X16","10.00","91","0.580","C-10","1","0","0","0"
"625","R R","225X25X25","10.00","104","2.500","G-100","2","0","0","0"
"626","C C","125X63X50","10.00","206","1.250","C-20","9","0","0","0"
"627","R R","200X8X19","10.00","68","0.750","C-50","2","0","0","0"
"628","R R","450X30X152","10.00","141","12.500","G-250","4","0","0","0"
"629","C C","125X76X50","10.00","26","1.750","C-20","4","0","0","0"
"630","DCD","230X6.4X22","10.00","112","0.600","G-160","25","0","0","0"
"631","DCD","178X3X22   NOX","10.00","142","0.180","E-250","1810","0","200","50"
"632","ANILLO","300X100X250","10.00","143","18.500","G-150","2","0","0","0"
"633","R R","450X25X152","10.00","144","8.800","G-270","1","0","0","0"
"634","R R","250X19X76","10.00","144","2.500","G-110","2","0","0","0"
"635","R R","175X13X32","10.00","144","0.800","C-40","4","0","0","0"
"636","PLACA","460X260X33","10.00","146","10.500","G-300","20","0","0","0"
"637","AFILAR","TIJERAS","10.00","13","0.040","D-40","9200","0","0","0"
"638","C C","175X50X19","10.00","17","2.100","C-40","1","0","0","0"
"639","C C","125X63X50","10.00","17","1.300","C-25","85","0","0","0"
"640","SEG","SIOUX","10.00","120","1.450","G-50","100","0","0","0"
"641","R R","125X19X19","10.00","2","0.750","C-20","123","0","10","5"
"642","R R","125X25X19","10.00","2","0.950","C-20","75","0","10","5"
"643","RAV","40X20","10.00","4","0.060","D-40","160","0","20","10"
"644","PMW216","25X6.5X3.2","10.00","101","0.015","D-30","50","0","0","0"
"645","PM A16","40X40X1/4","10.00","101","0.130","D-40","100","0","0","0"
"646","PM A24","6.4X19X1/4","10.00","135","0.010","D-10","200","0","0","0"
"647","PM A25","25X25X1/4","10.00","101","0.050","D-30","100","0","0","0"
"648","PM A39","20X20X1/4","10.00","101","0.040","D-30","200","0","0","0"
"649","Rc/e","165x63x19","10.00","148","0.850","C-40","2","0","0","0"
"650","R c/e","165X63X19","10.00","39","3.850","C-40","10","0","0","0"
"651","R R","200X19X19","10.00","39","1.600","C-50","2","0","0","0"
"652","R R","76X19X19","10.00","39","0.230","C-6","141","0","0","0"
"653","R R","200X32X50","10.00","152","2.600","C-50","12","0","0","0"
"654","PMW179","10X32X1/4","10.00","135","0.020","D-20","100","0","0","0"
"655","PM A1","20X65X1/4","10.00","101","0.125","D-30","230","0","0","0"
"656","PM A3","22X70X1/4","10.00","101","0.140","D-30","50","0","0","0"
"657","PM A4","30X30X1/4","10.00","102","0.070","D-40","320","0","0","0"
"658","PM A5","20X30X1/4","10.00","101","0.060","D-30","170","0","0","0"
"659","PM A6","20X30X1/4","10.00","101","0.060","D-30","250","0","0","0"
"660","PMW225","32X6.5X1/4","10.00","101","0.016","D-40","150","0","0","0"
"662","R R","400X50X50","10.00","5","17.000","G-220","8","0","0","0"
"663","R R","300X38X38","10.00","3","7.300","G-150","2","0","0","0"
"664","R R","175X19X19","10.00","3","1.150","C-40","160","0","0","0"
"665","R R","350X50X38","10.00","7","13.600","G-200","8","0","0","0"
"666","R R","53X36X16","10.00","37","0.185","D-50","67","0","0","0"
"667","R R","57X36X16","10.00","37","0.210","D-50","25","0","0","0"
"668","SOM","175X30X25","10.00","80","1.350","C-45","10","0","0","0"
"669","R R","350X63X50","10.00","149","17.000","G-220","11","0","0","0"
"670","DCD CO","178X3X22","10.00","150","0.130","E-250","200","0","0","0"
"671","DCR CO","115X1.6X22","10.00","151","0.037","B-180","500","0","0","0"
"672","R R","350X50X40","10.00","39","13.500","G-200","2","0","0","0"
"673","R R","450X50X127","10.00","84","20.500","G-250","1","0","0","0"
"674","SEG","COPAL 200","10.00","121","0.400","C-6","40","0","0","0"
"675","C R","200X75X73","10.00","26","4.050","G-60","7","0","0","0"
"676","C R","175X75X73","10.00","27","2.700","C-35","78","0","0","0"
"677","C R","200X75X73","10.00","34","4.150","G-60","2","0","0","0"
"678","C R","200X75X73","10.00","152","4.200","G-60","28","0","0","0"
"679","C R","150X76X19","10.00","153","2.500","C-30","25","0","0","0"
"680","R R","175X19X19","10.00","49","1.300","C-40","5","0","0","0"
"681","R R","175X19X38","10.00","21","1.300","C-40","8","0","0","0"
"682","R R","200X32X50","10.00","9","2.650","C-50","16","0","0","0"
"683","R R","175X25X19","10.00","32","1.600","C-40","4","0","0","0"
"684","R R","200X25X19","10.00","9","2.050","C-50","18","0","0","0"
"685","ANILLO","175X75X73","10.00","49","2.700","C-35","5","0","0","0"
"686","R R","150X13X19","10.00","9","0.650","C-30","16","0","0","0"
"687","R R","150X13X19","10.00","49","0.650","C-30","13","0","0","0"
"688","R R","200X25X19","10.00","21","2.050","C-50","11","0","0","0"
"689","RCH","200X6X19","10.00","10","0.650","C-50","6","0","0","0"
"690","R R","175X25X19","10.00","91","1.600","C-40","5","0","0","0"
"691","R R","175X19X19","10.00","91","1.300","C-40","9","0","0","0"
"692","R R","200X25X19","10.00","91","2.000","C-50","5","0","0","0"
"693","SOM","125X25X16","10.00","91","0.600","C-20","87","0","0","0"
"694","SOM","250X32X76","10.00","91","1.800","G-100","4","0","0","0"
"695","C R","150X38X19","10.00","42","1.400","C-30","3","0","0","0"
"696","C R","125X50X19","10.00","17","1.100","C-25","18","0","0","0"
"697","C R","175X63X19","10.00","17","2.350","C-40","6","0","0","0"
"698","R R","175X19X19","10.00","2","1.350","C-40","103","0","0","0"
"699","R R","300X32X38","10.00","3","6.300","G-160","19","0","0","0"
"700","R R","300X38X38","10.00","123","5.900","G-180","4","0","0","0"
"701","SEG","BERCO L/PLANO","10.00","47","0.250","C-10","70","0","0","0"
"702","DCD","177X6.4X22.2","10.00","155","0.410","E-260","12","0","0","0"
"703","DCR","230X1.9X22.2","10.00","145","0.185","G-180","800","0","200","30"
"704","DCR","115x1.6x22.2","1.00","145","0.045","B-200","6860","0","200","50"
"705","DCR ES","178X1.6X22.2","10.00","358","0.095","E-250","6450","0","200","50"
"706","R R","300X50X127","10.00","156","6.600","G-160","46","0","0","0"
"707","R R","100X77X50","10.00","157","1.600","C-10","6","0","0","0"
"708","R R","250X50X25","10.00","17","6.200","G-130","1","0","0","0"
"709","R R","457X25X152","10.00","105","10.800","G-250","2","0","0","0"
"710","R R","457X38X127","10.00","3","16.100","G-250","1","0","0","0"
"711","RR REF","508X70X32","10.00","269","30.000","B-230","2","0","0","0"
"712","R R","125X13X16","10.00","7","0.500","C-20","21","0","0","0"
"713","DCD","230X3.2X22  NOX","10.00","142","0.340","B-180","850","0","0","0"
"714","DCD","178X9.5X22","10.00","194","0.550","E-250","85","0","0","0"
"715","DCR","355X3.2X32","10.00","107","0.750","B-220","10","0","0","0"
"716","RR 1E","609X80X50","10.00","129","58.500","B-300","2","0","0","0"
"717","R R","350X38X38","10.00","129","10.400","G-200","7","0","0","0"
"718","R R","300X50X38","10.00","129","9.800","G-160","4","0","0","0"
"719","RCH","175X8X19","10.00","346","0.650","C-40","396","0","0","0"
"720","RCH","150X8X19","10.00","346","0.500","C-30","157","0","0","0"
"721","SEG","BERCO","10.00","121","0.350","C-6","238","0","0","0"
"722","C R","25X30X9","10.00","27","0.050","D-30","10","0","0","0"
"723","C R","30X30X9","10.00","27","0.060","D-30","10","0","0","0"
"724","C R","50X30X13","10.00","27","0.100","D-50","5","0","0","0"
"725","C R","50X40X13","10.00","27","0.120","D-50","10","0","0","0"
"726","C R","25X30X9","10.00","152","0.050","D-30","20","0","0","0"
"727","C R","30X30X9","10.00","152","0.060","D-30","20","0","0","0"
"728","C R","50X40X13","10.00","152","0.120","D-50","20","0","0","0"
"729","R R","250X25X50","10.00","34","3.500","G-110","2","0","0","0"
"730","R R","250X25X32","10.00","34","3.500","G-110","5","0","0","0"
"732","CPL","100X25X25","10.00","159","0.500","C-10","30","0","0","0"
"733","R R","250X50X32","10.00","27","6.400","G-110","2","0","0","0"
"734","R R","400X25X127","10.00","8","8.600","G-230","4","0","0","0"
"735","R R","145X6X22","10.00","221","0.360","C-30","44","0","0","0"
"736","R R","145X5X22","10.00","221","0.330","C-30","78","0","0","0"
"737","R R","145X3.2X22","10.00","221","0.270","C-30","54","0","0","0"
"749","PMW196","16X25X6.35","10.00","102","0.020","D-15","330","0","0","0"
"738","MATRA","120X60X22","10.00","120","0.310","C-6","114","0","0","0"
"739","R R","230X32X127","10.00","161","3.100","G-90","1","0","0","0"
"740","R R","150X19X19","10.00","174","0.850","C-30","86","0","0","0"
"741","C R","150X75X63","10.00","23","2.200","C-30","2","0","0","0"
"742","SEG","COPAL 500","10.00","73","2.070","C-40","16","0","16","8"
"744","C R","125X50X25","10.00","198","0.900","C-20","4","0","0","0"
"745","R R","150X19X19","10.00","82","1.000","C-40","125","0","0","0"
"746","R R","55X13X13","10.00","21","0.090","C-6","6","0","0","0"
"747","R R","65X13X13","10.00","21","0.130","C-6","16","0","0","0"
"748","R R","145X4X22","10.00","160","0.290","C-30","24","0","0","0"
"750","PMW207","20X38X6.35","10.00","102","0.040","D-20","560","0","0","0"
"751","R R","300X32X38","10.00","7","6.350","G-160","5","0","0","0"
"753","DCD","115X3.2X22","10.00","142","0.070","B-180","682","0","0","0"
"754","DCD","154X5.8X22","10.00","56","0.210","C-60","25","0","0","0"
"755","DCD","154X5.8X22","10.00","78","0.090","C-60","25","0","0","0"
"756","PLACA","300X50X50","10.00","163","13.500","G-220","0","0","0","0"
"757","PAN","300X50X50","10.00","163","13.700","G-220","5","0","0","0"
"758","PAN","300X50X25","10.00","162","6.900","G-220","5","0","0","0"
"759","R R","350X40X102","10.00","9","10.600","G-200","1","0","0","0"
"760","R R","200X38X25","10.00","2","3.200","C-50","3","0","0","0"
"761","C P","100X25X19","10.00","153","0.500","C-10","10","0","0","0"
"762","R R","250X10X25","10.00","86","1.600","G-110","2","0","0","0"
"763","PLATO","235X22X90","10.00","49","1.850","G-80","40","0","0","0"
"764","RCH","125X6X19","10.00","21","0.300","C-30","6","0","0","0"
"765","RCH","175X8X19","10.00","10","0.570","C-40","12","0","0","0"
"766","RCH","200X8X19","10.00","10","0.750","C-50","24","0","0","0"
"767","RCH","230X8X25","10.00","277","1.050","G-80","62","0","0","0"
"768","RCH","250X8X32","10.00","277","1.300","G-110","31","0","0","0"
"769","R R","250X38X32","10.00","10","5.100","G-110","2","0","0","0"
"770","R R","150X6X19","10.00","10","0.350","C-30","12","0","0","0"
"771","PLATO","175X13X19","10.00","10","1.000","C-40","5","0","0","0"
"772","R R","228X6X60","10.00","10","0.950","G-80","2","0","0","0"
"773","RCH","175X10X19","10.00","124","0.700","C-40","6","0","0","0"
"774","R R","228X6X60","10.00","124","0.930","G-80","6","0","0","0"
"775","R R","300X50X38","10.00","164","7.900","G-150","1","0","0","0"
"776","R R","150X25X19","10.00","164","1.000","C-30","5","0","0","0"
"777"," R R","175X25X19","10.00","224","1.350","C-40","577","0","0","0"
"778","R R","200X25X19","10.00","164","1.750","C-50","45","0","0","0"
"779","RR/BD","300X90X90","10.00","7","12.500","G-150","1","0","0","0"
"780","RCH","230X8X25","10.00","28","1.100","G-80","26","0","0","0"
"781","CPL","125X25X16","10.00","79","0.850","C-20","5","0","0","0"
"782","R R","125X13X16","10.00","79","0.500","C-20","66","0","0","0"
"783","CPL","175X32X25","10.00","79","1.950","C-40","1","0","0","0"
"785","C R","125X50X25","10.00","152","1.000","C-20","6","0","0","0"
"786","C R","175X75X73","10.00","152","2.700","C-35","47","0","0","0"
"787","SOM","100X25X16","10.00","91","0.350","C-20","95","0","0","0"
"788","C R","100X50X19","10.00","71","0.700","C-10","7","0","0","0"
"789","CDR","450X8X152","10.00","217","2.700","G-280","1","0","0","0"
"790","PASTON","MASILLA","10.00","165","10.000","S/P","2","0","0","0"
"791","R R","450X50X50","10.00","2","23.800","G-250","21","0","0","0"
"792","C R","125X63X19","10.00","14","1.550","C-20","23","0","0","0"
"793","ANILLO","200X100X20.4","10.00","14","5.200","G-60","2","0","0","0"
"794","SEG","KRAS","10.00","61","0.250","C-10","80","0","0","0"
"795","RESINA","IMPREGNAR","10.00","167","33.300","0","1","0","0","0"
"796","R R","300X50X38","10.00","168","8.000","G-150","1","0","0","0"
"798","DCD","230X4.8X22","10.00","50","0.550","G-160","60","0","0","0"
"799","SEG","COPAL 165","10.00","47","0.210","C-10","306","0","0","0"
"800","R R","225X25X25","10.00","164","2.400","G-100","2","0","0","0"
"801","R R","350X32X127","10.00","33","7.300","G-200","3","0","0","0"
"802","R R","125X13X25","10.00","125","0.400","C-20","2","0","0","0"
"803","R R","150X13X25","10.00","125","0.600","C-30","2","0","0","0"
